,athlete_id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,start_latitude,start_longitude,achievement_count,kudos_count,athlete_count,map,trainer,visibility,upload_id_str,average_speed,max_speed,device_watts,has_heartrate,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,average_temp,average_heartrate,max_heartrate,average_cadence
0,18764561,Vuelta ciclista por la mañana,17468.9,4418,5690,43.1,Ride,-1.0,2419159884,06E2E387-1EC5-4ECB-B4F3-861224CF7A9E,2571663455,2019-06-01T15:14:25Z,2019-06-01T10:14:25Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.668804, -100.273421]","[20.668783, -100.273552]",20.668804,-100.273421,0,0,3,"{'id': 'a2419159884', 'summary_polyline': '_{c}B|s_cRCHB@bBQhMcBvEo@zAYb@C`@If@SrBm@xB}@bE{BjAy@bBuApAmAlByBx@gAJWt@eApAiC|@{BhDsH`A}Ab@}@~DkGtBwC^a@`AuAZi@bHqIbA}@\\Uv@c@j@WjBe@h@CpAQdAA|@BnAJv@I~ALvDFlADtBAfERb@?fBHxA@r@BjA?bENhAA~@F\\Hr@ClABz@AdBJn@CzCHNAp@BHD`AJr@Bt@CxDDrBHZEb@BXA^F^?R?BCDI@KEUGGa@EE@KEa@C{@?gEM}A?uBE}HYqBAcBKc@?_@EuA@eBAg@Ee@?i@Eg@Bq@KsGIyAAs@E}@?qAEuAOsBI_@Gq@C_I?wCEqBReB\\a@R{@ZoAr@i@`@a@Ni@j@qBpC_CpCk@n@cBvBaExFqCtE_EfI{CxGiAtBMZyAvBoAzAgAdAqBbBuChBaChAkCbA}A`@i@D]Je@Tm@H]BgAR_@BoANKDcAHWJqATcAH_ANo@BoEn@g@Bu@LcBLqARwALgB`@oC\\QFM^?LLVv@ChJkAZIzAOz@OH?BDD\\JDP]?MEMRBhAO^A~@SNMHCxDc@x@OnDa@pDi@hASr@WhCq@x@YhBy@lAo@p@e@b@UlCuBrBoBbBqBx@kAzAgCbByDrAeDt@sAZu@`EwGbA{A|@yArAoBjAuAjBkCd@i@x@eAb@a@dBcC~@}@`@Y|Aw@D?TKH?tA_@dAO^IfAG`AAn@@xEVbCBtADvCBnBFfEDnBFh@?ZB~ABtAJhDDj@DvADfG@jCL\\@p@CpAFlAJrAAjCL\\ArABv@?nBHj@KAOGQCCECUAQEk@?QCUB[CuAAsAG}DKa@Bc@?m@EaAAcAIeA@iDKo@?cAIk@B{A?wAG{@?cAKwBI_C@kIS}@@wBU_@?SGm@AYEyA?]AkABG?@CKC?@[E]@sAGyCBeCN_B^{Bt@i@Xe@ZUP_@Rw@z@oAjBSPQXoA|Ay@z@_CxCSXKTo@r@sB~Co@fASTsAhCM\\U`@wA~Cc@v@c@fAc@t@]dA]j@w@~Ak@`AUXWd@]d@mAzA{A~Ac@`@WNm@l@uA`AwBrA{CpA?BYNwAd@[P{AXe@Lm@LkHv@uEz@mAJA@NVAXILo@Hk@B}AVQF?N', 'resource_state': 2}",False,everyone,2571663455,3.954,8.2,False,False,False,1915.0,1888.6,0,0,-1.0,-1.0,-1.0,-1.0
1,18764561,Vuelta ciclística por la mañana,78393.7,11382,13243,440.5,Ride,10.0,2399952243,c1091c6ca82ec0d528d5b6d43c55fbeb,2551761952,2019-05-26T16:04:24Z,2019-05-26T11:04:24Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.618814, -100.452507]","[20.618389, -100.452366]",20.618814,-100.452507,3,2,1,"{'id': 'a2399952243', 'summary_polyline': 'qbz|BdsbdR?qA`Cm@vCkBp@{AJeBsBqIh@YbEn@Rq@bEkn@}BmVDkA`J_CpRyCnJwD~BQxF_DpDqDpD_FtAwDjCkEvIiKPyQhB{A`E{Fc@_DQ{K\\mAdAe@dFM|F~CzSmAd@q@w@uVCqAOuBb@UAiDxDcDyHyXPuDt@kCEqAe@KgAia@mAqFcEqG}AoFMeB\\yEQ{B_@iCuBqFv@{Ka@qLqEuFs@sDeCiG_CwLvAiLAkE`AmGNwFb@kCSiEk@uAub@tJiJxDiJ~G{Cm@qBHsBaDaC?sIjGeLbBmGrHeLhA_JjMgDlCkCr@oBu@u@iB}Fg_A{BgGwNo[_AiG{Bc^}AyGsOqWkS_a@eQ}_@iB{HgAuBeCuBmFqA{Hx@_CYiBk@kCaDqAiFcA}HHyEdAuHI}H_AoE}AwC_FiEuFuB_]aDgJkCqJ_G_HgIoEgK_DgQyAuC}Ta[uAuDwBmMoA_DcGsGiHmCgCiEKyLRyAbAkCnCoCh@oB_AiEFiBS_At@aL_@uC}@mCqDcEwf@_]iEqFwC_GaBeG{@qGiB}n@@aG`@yE~BkIjCuEvEwEpK}E|v@gKrGaBpGyCrG_FzE_GzJoSzKeQhLuNdFiCdHc@`vAbCsj@qAe`@sAwLGyCZqGjCkLfNeIpLeOdZqCjDkGfF{FtCaGfBkl@rHq@l@rB@`g@qGbKgCnFoCrFeEdEcFfLsUfLkQzK{MtEaClFc@zsAvC~BWoqAgDgIHsDr@}EnCqKvM}HjLiN|XmElFcF~DyFrCcGbByk@vH}@r@bB?hj@oHvGiBpG}C|E}DdFmGdMuVdMcRvHcJlFqCrHe@bvAfDbIxVlBtDbQjj@ApRkAzPdAbYf@xBDxI~@~Fs@`DxCbx@VbDxCvKtA~@fAAz@fAApPgDtP}@bKAnJr@pHrP`WnAj@zDRzEfA|MpLzPdGpHrFzAjBrBrEnAfMpBpE~I~JnUvPdB|CfAhFVpLS~GcAhHDxErAfIfDdK~IxMdBlDzAxOtC~JYP`GbK`CfHrDrH|BtJk@lQcAdIeGlO_BxIDfKvKGz@|DfF`L|BbBxGfAvJ~Mpk@am@lAYx@p@~AjYjJ|aAGnDkDdUD|ChSxw@fKfT~DrEKp@eUdPic@fPyOlE}MnEuDhBwBzBwJ|Ss@pFa@dQQj@eAt@kD~@kV|En@|D`Cv@Vd@nAvIMhDfAlNC`ViMrPwBzF{FzG_BrAmFvCuHhBkDbBqVbE{A|@\\hCsBn@h@bGuA\\o@e@_@j@lAbCZrGyFhy@qAlDsH`FxAz@NaA', 'resource_state': 2}",False,everyone,2551761952,6.888,18.8,False,False,False,2040.6,1802.1,0,0,-1.0,-1.0,-1.0,-1.0
2,18764561,Vuelta ciclística por la mañana,87375.2,12534,14293,469.1,Ride,10.0,2378117887,203e4367b333b474a9c560465bd3e663,2529208748,2019-05-18T14:51:43Z,2019-05-18T09:51:43Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.617179, -100.450575]","[20.618613, -100.452233]",20.617179,-100.450575,7,4,1,"{'id': 'a2378117887', 'summary_polyline': 'ixy|BbgbdRF{@qBaIfAk@nB|@X]~@RzDgn@MqFeBoPJaAlK}BpTwD~BoA~GcBjFyCdDcD~DiGhB{EjMaPBaQdCyBlDqFg@{BY_Ld@mBrHc@zEdDjRgAdBk@oA_XVq@S{ABm@\\SDaDpDgDaIgY@wApAoFq@sAcAeU?wI}@{E_F_JcB{FNcKk@kDoBcDt@eNYiKsEmGuHyXCgDrAaHC{FlBkSe@uGuc@tJcJvD}IzGiG[}BeDwBEaJtGyK|AiIfI_KlAmInLcEzCuBf@oB{@u@iBsFw}@eAwDuPo_@eAsHsBo]eBqGcOoVkVgf@mNg[_B{GwAwCoBcB{DkA}Jh@sBK{CeBqBmCmBeJ]qExAoOMqG]}BeC_GoFcEqEaBo\\iDiImBcLuGoH}IyEsLeDoPqW}^gA}C_C_NyAkDkDiEsKmFcBaDQqBZmLpA}CzBoBd@qB}@sJn@cLm@_EqBiEh@h@Bl@wBaDai@w^{GkKmDqM}Bmr@F{IlA{H|A}DjDsFbFqEbEwBbFqAtw@iK`M}EzKwJnPe\\|IuM|IuKrGuDxGe@fvAhCmsAmDkLn@oGvDcKnMyJrOwLpV_IhIcGdDwHdCkl@vHwAp@|EM|g@cHvGmBjFsCrGgFpDuE`LwUtJaOvKaNpFcDrHi@~a@pAfs@z@gnAeDaOHyGpCaKrLgKlOqN`YiEbF{EtD{MhFkk@vHyBz@jJk@jd@sGzN}FvFyEzD_FpK{T~KcQbKaMbFoC|Go@|x@zBlYZnBY{kA}CuLCuEh@kGjDsK~MaIhLqMdXmCrDyE`EgF`DsHjCen@hIo@l@l@Pbl@}HlJuC|FeDrJeKjMyVxJqOhKoMjFmCpFc@pxAbDzSjm@hHdUp@`EKvQeAtPjAjYd@dBBrI~@rFu@~D`Dlz@pDbNjA`A|AFp@x@ErPyCbNoAjLAfLl@dHbQbWrNrChNtL|N`FvHlF`FxHh@fC^|HfBrErI~JfUnPjChDdAvDTvC?pPqArL@zCrA~IjDnJnLvQj@xBbAfNlBbHrQda@rBlIw@|UqAxGqGvOiAjJNjHvK]~@fE`GtLjC|AlF~@zJvMhj@}k@`B_AnAr@j@vN|KhkAUnG{C`SCrDxR|u@|HtP|GhKk@`AmSxN_e@xPs]pKsDjByD~EoH|O}@dGm@|Pg@vAe]bH`AhEnClBlAnIIrClAbXOvMcKzLoEvJ{IdJiG`D{Cd@oF|BmZxFTnDoBZJhHaA@e@g@k@f@~A|CRbHwFfx@mArDyFvD', 'resource_state': 2}",False,everyone,2529208748,6.971,21.4,False,False,False,2040.6,1802.1,3,0,-1.0,-1.0,-1.0,-1.0
3,18764561,Vuelta ciclística por la tarde,12171.1,2607,3887,54.5,Ride,10.0,2365354281,c1cfcb0c466775f19f6252979b84bcee,2516046859,2019-05-13T20:54:33Z,2019-05-13T15:54:33Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.619541, -100.382021]","[20.618474, -100.452411]",20.619541,-100.382021,3,2,1,"{'id': 'a2365354281', 'summary_polyline': 'cgz|BtztcRR_@\\iAPa@Zk@Pm@B]?_AI}AHoALq@Rm@Xg@X]TUj@[~EmBb@Sx@YXGt@CTGx@KPG`@EXITBRCHBBPIx@gDlJ{AnEATJXALm@h@[^eBvCQRYTs@P_@REHD\\HTDr@G~@[vAOb@a@t@{@|@i@t@u@~Ay@pCeC|Ga@nAq@bBCRq@jB[`Ae@lAa@p@MZ{B|Gm@bBSv@aBnEk@hBoA`DY|@@D}@|BI^aAtCYbAO`@St@Qb@_@hAkAxCMh@a@bAERCf@Hb@\\N|Eh@rDb@rD`@\\FLDHJPVZp@d@n@~@v@j@VvHv@fEj@tEh@b@HFD?FIlAi@lDO|@KV@Dr@RZFH?XIxAo@n@s@@IPYH_@JILQNc@R_@PSj@]l@KxBCx@C`BMhAQhBc@J@FHTj@TZ@Jl@xAJd@~@vBDRJPd@n@TPX`@~@~@TZXTT\\Xj@L?HDJp@RVPL@BCLFFJDD?b@SVCX@XJ^XrAl@dBf@f@JvANrEDXBJDHHHHZr@|A|Df@dAHXd@bAhBdF^hBFl@DpAHxEFnA@tBNjFB`@@pATjI@hADLBh@DFNn@j@lBJL\\P|@\\PRXl@\\xCLp@LrADNFH?XCTB`@Eh@?\\JlAL`AFn@NtDAlAD\\HF@XCLFXGh@A|@Bh@CzD@vAAl@BhEIj@IPOPk@|@OLeAtAqC`D{@fAi@x@w@pAOd@?J_@bAYl@EXOPENYRIN]VQTMRw@bAc@n@}@dAyAnAiAp@EFm@XiBjAk@Ts@No@DWF{Cz@}@`@yAv@_B`@IDiCl@_C\\aAJ[?kATQ@]JqDj@kAVOFAF@TCh@PtAYlAALBZF\\FBJ@GADLCBAEEL?^QXk@n@Mn@IF[K?JE@IGE?EBGEMWIEI@ILE@@GGGIZFNNVBPh@tA@JRnBDz@?pBKvBQhBw@hMe@fGCbAi@zGElAEb@[nBQzBWfEOv@O^MNSz@GHqBzAq@Va@X_Ad@[^ITE@Jb@B@\\IVWLG', 'resource_state': 2}",False,everyone,2516046859,4.669,14.6,False,False,False,1955.2,1802.1,0,0,-1.0,-1.0,-1.0,-1.0
4,18764561,Vuelta ciclística por la mañana,10267.8,2132,4576,142.4,Ride,10.0,2364338211,40bd44c3f098491f2dae9fb7a9f0d1c8,2515003246,2019-05-13T14:05:12Z,2019-05-13T09:05:12Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.616912, -100.448752]","[20.618701, -100.381428]",20.616912,-100.448752,3,2,1,"{'id': 'a2364338211', 'summary_polyline': 'uvy|Bv{adRD?DCCBHC|@LNC@YJc@?YZgC?YBYJU@MCwAFWAYFu@DM?i@Ns@?[Fm@@m@HiA@a@Bc@Lu@B}@RsBBSFQFc@?iAHa@?[BKCm@J}ABMFO@SAa@BuAASIy@EOAc@Ga@ASU}A@O_@iD?QGq@Ie@My@Eg@EMJM\\@zB[RABII]?IBGFQHIVKf@Ob@GE?~Aa@nAMvCc@LIbAIZI|ASv@Wj@Ed@M\\Qn@Qh@Uf@[\\M^WVKlCs@r@AHBCCBAd@Gf@KdBeAXIVQXIXEJIT_@Z_@j@c@r@u@LSRQ`AqAVWp@{@\\q@d@i@Te@Vu@f@oAHOHGNg@h@u@@IFEFQHE~@{AlAwAXUV[\\UfA}A`AiANUDW?M?i@Ek@@_@GqABm@AaBFcAC_ABs@K{ABs@AmBG}@Aw@OmACqAC]G[@MGg@I[Km@F]NsA?]CY]aBw@cFa@aBBKQ[WSQIc@CQHMPG@MCYUAEHI@QAGMS@a@BGFADI?GI_BIgHMeEIsAOwLGc@?q@GwAIc@Ca@Qk@EWc@_AYs@Ka@KOk@aBKQFABBg@q@Sw@GK_@iAg@cAKe@KQAS_@o@]Sk@MwBE}CM{@Mi@QM?eAc@}CiBgAiAoC_Dw@cAEMo@oA@KAEMIi@cA[}@Ui@o@eBSy@IQQs@KyAQu@Gc@Mk@Ci@Qm@AoAAUDmABONsB?q@DQH}@AYDY?c@DIImBBe@AaFLsDNwA@iBCmBDWA[BIKcA?u@Ga@[m@{@eAUg@e@_CAe@]y@AMo@gAESIOGAe@]SI]B[?g@^SHSRa@LMH]Fk@R{BP}AEc@@YFKAoBFYD[Ac@D]CQBi@?U@_@Ei@HeDAq@BICCB[IGGAOPc@f@qBZy@|@uCbBqE^oA`@w@`A_Dp@aBIS@ITc@p@wBTk@VcAF]B]Ae@OmAMe@CFEGGA{@@YDcB@a@D[Hu@@i@RSA[LKLOHWf@KLG@EC?IRg@X_@DARBLAHKDUDKDAD@@FIH]_GEOEID@@JEBBBK`BBy@BEDXCDDDtDWNEPM@I', 'resource_state': 2}",False,everyone,2515003246,4.816,11.4,False,False,False,1944.4,1802.1,1,0,-1.0,-1.0,-1.0,-1.0
5,18764561,Vuelta ciclística vespertina,10651.7,1828,2569,56.3,Ride,10.0,2363251662,7f87b38f2e56c150eac7e5766b23e54f,2513869601,2019-05-13T00:23:39Z,2019-05-12T19:23:39Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.618934, -100.452538]","[20.626864, -100.398827]",20.618934,-100.452538,1,2,1,"{'id': 'a2363251662', 'summary_polyline': 'icz|BjsbdR@WAFK@BMPUh@Qt@e@JCx@i@NOf@[nAk@LKHQ@QFa@F}AAUg@cCi@{AO{@M]?MBEb@SRC^VjAFTAr@LPAFMCOBWPsARcDPyANyB?]R{CD_ARcDFa@DkAx@{KFkA?mBIaBKc@QaBCe@ES@SIk@AUa@yBAUGg@G}@Is@GYLk@JKn@S`AQbDy@ZCRKhAS`BU`BM|@QtAQrAWfBe@j@IdAa@`Am@h@W^KPAJI|@[h@MZCTMr@GZI^O`B}@NOhAe@lA}@tCsC^g@RO@Mp@s@HQd@i@h@aAzAgEbA}Ap@w@Zk@b@k@h@c@T_@h@g@JQh@k@fA{A^c@HMH_@?uAEq@B_@?m@E[AsA@}AFc@AGBa@C_AF[GYGsA@g@G}A@g@Cu@Ie@?[Ey@C}@@i@Ss@Cc@KYBk@FO?IHY@W[iAS}AEGMm@IoAMo@?IEc@GOIe@@SSm@_@OUCc@PUTe@]MCCDCC?e@YSN]XQ?SGeA?cAIqC?_@CQ@MEsB@iBIkACaCEa@DUAKISBoAKm@@]KmB?o@I_A@e@CKCc@K[EU@OUi@_@m@a@aAMa@Mm@Wk@Ke@Wi@CSK]We@M_@OWIc@Ue@AM_@_ACGEAD?@EI_@KOOIS?QGeECsAEk@GiA[[OYGs@YKKMCe@Ue@a@i@_@OMEK_@[Y_@UOGOEWuBqBYe@c@i@CMg@y@Mi@e@w@cAsCMs@e@eAASOg@Ig@CMA[Ke@QuAC]GOK{ACmARoCFqCHi@@}AG{GCs@J_CFQHu@LgB@iACuB@qBC]FYEOCg@EKCGSKUW]{@IEc@_BG}@Kc@We@G[e@kAOi@C[EKIKU@OIi@@KIOA_@JKPCJIHALSRSNa@N_@DQAFVGDOBOAw@SOBQFQOMA]DSHSDiDTQD_B@_@?QEcAF{@A{DJ_AAUEKG?KBC?EEG_@SYIUB_A\\KJIB]h@Mf@oArCGTCZUn@Kb@MVS|@IFUh@q@fC_@v@If@[h@K\\Yj@CN[x@Of@G`@GFBD?DQNMd@QVETO`@[bAc@`AALW~@y@tBG\\KTKf@ITAHKVEBS^Id@IHY~@MTMb@Uf@IHc@Ow@IkBa@cAKEE?KDOE?', 'resource_state': 2}",False,everyone,2513869601,5.827,14.0,False,False,False,1848.7,1802.1,0,0,-1.0,-1.0,-1.0,-1.0
6,18764561,Vuelta ciclística por la mañana,76579.6,11930,15550,448.8,Ride,10.0,1930718639,ff257f7db8a23b47704c091546d44595,2066165321,2018-10-27T15:03:33Z,2018-10-27T10:03:33Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.618884, -100.4525]","[20.618386, -100.452182]",20.618884,-100.4525,10,2,1,"{'id': 'a1930718639', 'summary_polyline': '_cz|BbsbdRfIkHeB{M~GkBnDwi@eC}Zbo@qNtb@_i@s@qj@oB_MsEoD_Aik@wIeUkWwDzAm@oOuWAyx@aEkNyD}CoJhDgWSzNwm@{Jl@gOpQwGeAcGg_AeSaf@qFkl@s{@ohBia@gLqCuOhA}YoHgNgp@gM_U_QkMcb@oVk]sGkWeTuQDkPrFkKuAs_@qm@od@wMi[oBm~@vDmNlKkLjtAuYzf@ou@tQuP|~AhBs`B_CmShSkd@lr@s_AdRrn@aHzP{G|c@wq@dUuTx~AdBo~AuCeOdL{i@ry@{_AjSrl@}GvR}Hpc@uq@jTaTv_BzBb_@xhAyArc@hHrqBpD|MtEdBkFho@r@xSfRrXvMrAnh@f\\rIn[vf@lf@bAju@bRz^hDvWvUfm@e@pTwJtZe@tRrKObInRpJ~CrJdNrk@cm@vC^fMp|AkDx`@`Txw@xPnZwThPafAn^sBlWzFzOf@hd@ef@]m@xT_GvIEbQwPrWkQxOai@lMuIptAoKhMnBgA', 'resource_state': 2}",False,everyone,2066165321,6.419,18.1,False,False,False,2040.5,1802.1,1,0,-1.0,-1.0,-1.0,-1.0
7,18764561,Vuelta ciclística por la mañana,61935.2,10868,13449,945.2,Ride,10.0,1923410523,786e6056c2b5af6b3e38bd649d7acd83,2058666738,2018-10-20T12:34:00Z,2018-10-20T07:34:00Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.662272, -100.434625]","[20.662205, -100.434599]",20.662272,-100.434625,2,0,8,"{'id': 'a1923410523', 'summary_polyline': 'erb}Blc_dRYsG~iAkGlBfMbIbDs\\nZq|A~^gh@rp@oEcDyErD}D}@KuEuDN_N~LkNqEucAiD{JgEev@eGmEwC`Eec@gDvRo_ACmQnD_IpDiIl{@pFto@eVhJcFdIiV{AqHfCuEzVgD`DcHcCyKmo@i`@kMsC`O|KvtAcLvS_@tHuQzGaUpj@Ov[aKxr@uHdCgIll@zDji@q^hF`B~TsCdPaJbGcNj`AeHrD~CfLiQvY{PhNeG~YmIxNqShOw_@aCKwLfAnMp[zB~VgQzHkNpFyXtPkNpQiZwC_LxGqDpNs`A|IeGxCoQkBmSb_@mGkEoh@bIcl@tHiC`K_s@P}[`Ugj@|QsG`@aI`LsSyFqn@aAoq@j`@nKlPtr@pIuBfBeR|E{Fp_@bArJfFhZnl@bTj@nU~Lve@yJvl@zWhHQeq@uXbCeUsEqLXeHd^aS_KgIoCaPnD{BgH[nJeLcJ}Yxa@gFvUkQtlAzDxGrDnIcLpIsA|@mb@aD_YxAwOxi@}AeJgVz}@wEfAtG', 'resource_state': 2}",False,everyone,2058666738,5.699,17.6,False,False,False,2420.0,1809.4,0,0,-1.0,-1.0,-1.0,-1.0
8,18764561,Vuelta ciclística por la mañana,88289.6,13465,15809,514.0,Ride,10.0,1902651181,c5fed6b3ad6c05367fc39813daa1eb16,2037109115,2018-10-13T13:52:10Z,2018-10-13T08:52:10Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.618277, -100.45246]","[20.618474, -100.452481]",20.618277,-100.45246,8,2,1,"{'id': 'a1902651181', 'summary_polyline': 'e_z|BzrbdRaCL~IsIqBkLtGiAtDkk@sBmZbm@_NvMuJhUw]NgQ`HgJDwSve@~@yAs]xEcK_IaZtAcImBwa@}JaYqB_q@gOsa@nEik@{@qEi_@lHmYvOcOoEq`@tTkKfAiOdQcGI}GoaA}Ryd@}Geo@k{@kgB{_@mJ_DsQhA}X_EyJsI}Fmm@gJoR{QqJu]yVw]gH_Y{SqPAsPvF{KwAe_@gl@kc@yJmOaDmQkBys@vC_QtIyLxvAe[jh@_w@dQcPh_BzA__BmCwJvFsp@r`A_~@tQlo@sHnQqH`c@qq@bSmSh`BrAw`BwBsRvQwd@`s@wPhHsm@`Jhm@cHdRuHhd@{r@jSyRd_B`By`BwBoRzQef@ft@i~@jQdm@kGpQ_Hte@{s@`SqRx_BtBf_@niAuAxb@dHhqBhDzM|EjCeF~k@\\pUhQ`XhMxBti@l\\|Jx\\|d@vc@rAhu@pRr`@~D|XjUll@oBl]fFvAgFiAaDvG{Df\\lKc@bI~RjJzCvJvN|k@wm@tC`@fMf{AaEd`@~U~|@tNvU}VtRccAf]mBdWhFbOn@|e@of@UUnSgGhIB|QwQ~XaRzOkg@fLyIbuAkHjL', 'resource_state': 2}",False,everyone,2037109115,6.557,18.8,False,False,False,2040.5,1802.1,3,0,-1.0,-1.0,-1.0,-1.0
9,18764561,UNAQ -- BERNAL,65153.9,7993,11275,512.2,Ride,10.0,1887888158,a82fa2606eb23b764a45c9743a0708b4,2021751503,2018-10-06T12:22:33Z,2018-10-06T07:22:33Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.628183, -100.18711]","[20.628154, -100.186975]",20.628183,-100.18711,10,2,6,"{'id': 'a1887888158', 'summary_polyline': 'c}{|BlxnbRzcAepChZij@eVe^pC{r@e@aHevDqhGoIuCkmATgKmFgXg^}BmK]_[Gw~CqEkYmrFc|L{@iFcE}EydAg~BqEqEmQuG{D{E{Sy|@gf@cgAcGgBmIVhK?xFxExb@|`ApUl`AbE~DpQzG|DrEz_IhiQhE`ZBlmDr@lOvBfH`Xt]`KhF|Hx@ddAcAjInCftDxfGl@`GyCnr@dBtFvRdZid@n_AidAzsCfLeZ', 'resource_state': 2}",False,everyone,2021751503,8.151,17.3,False,False,False,2094.0,1909.1,2,0,-1.0,-1.0,-1.0,-1.0
